atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,classe
1.130178204814294,1.1313823852306952,0.9058848849854136,1.226895997770863,1.6859039274406165,0.7685833123132741,1.166608331874927
0.9515482886997708,0.45889554199754806,0.9058848849854136,0.11795027850946412,0.10319916514151292,1.1390635336134833,1.166608331874927
-0.6113953653518001,-0.9207643709529366,-0.9606967985265366,-0.548948248383721,-0.3084254022741562,-0.7443858331385094,-0.4999749993749688
-0.9798276508064544,-1.2833870133105107,-1.6753354153051112,0.6014598568029306,0.5068410598245459,-1.631116057157081,0.3333166662499791
-0.0227892171485139,-0.5388978531137739,-0.053078880956338795,0.43057717498545584,0.5150547853232645,-0.22926712804745367,-1.3332666649999168
-2.2020659136271656,-2.1672235770139414,0.9058848849854136,1.3017340224956566,2.7780530327314703,1.2392280459039402,-0.4999749993749688
0.9989659610029661,1.206753651161549,0.9058848849854136,1.1299537573797869,1.205020977008192,1.2392280459039402,1.166608331874927
-0.9305105815674488,-1.2397613619596308,-1.2255093725007626,-0.96755043724295,-0.9094898051446363,-1.299216131333188,-0.4999749993749688
0.9420930888063391,0.6982478426763229,0.9058848849854136,0.2198757368113203,0.08298065812088813,0.661188208856822,1.166608331874927
0.4980370683646517,0.1333266732844887,0.8327553190130149,0.32660429656399687,-0.09574919772956406,0.6051248827681138,-1.3332666649999168
-1.5866264163132027,-0.7977138100576185,-0.6671576670337064,-1.5128054892653886,-0.7069713530110868,-0.40767750672565073,-1.3332666649999168
0.11958824620255806,-0.06600487388712072,0.23324426131395665,0.2567360942871128,1.7970806810853537,0.40891785041506556,-1.3332666649999168
-2.0484832668351873,-2.1672235770139414,-2.6988590852334537,-2.774719671119066,-2.1937764983511023,-2.935747998534801,-1.3332666649999168
1.110971198110812,1.5390317068482102,0.9058848849854136,0.9194737634344194,0.5667040082392819,1.2392280459039402,1.166608331874927
1.0408908758773103,0.80976561011343,0.9058848849854136,1.0401412823342633,0.09160977982757519,1.0250898271684166,1.166608331874927
0.6409524316669035,0.47115751018101953,0.9058848849854136,0.9164746738994275,-0.10222732770662124,0.9568416943459991,0.3333166662499791
1.0599971237743109,0.38897236778512045,0.8645944747509033,0.9408262586324232,0.7551015673873754,0.8521894517893804,1.166608331874927
0.8492433775783081,0.714703874038214,0.6345855698563476,0.9153097253782743,1.214293492034999,0.044174144294721523,0.3333166662499791
1.1223327183207148,1.6388521822227708,0.9058848849854136,1.223287232922103,1.400428542149495,1.2392280459039402,1.166608331874927
-0.665598025827885,-0.08442932703865066,0.19892948454382467,0.6581313616536512,1.1853879304337671,0.28968504488522123,0.3333166662499791
0.9551108800265526,0.5484390048825429,0.6938500155327372,1.0493178446514309,1.7819636988795546,0.16948936339334364,1.166608331874927
0.6637725011822005,-0.5654144010744612,-0.16168537324017968,0.7996937363618255,1.6195173717344733,0.006405105412461613,0.3333166662499791
-1.6726103111356845,-1.4369133675202919,-1.4108921399265093,-1.991161495130151,-0.881497549317667,-1.5329065963605846,-1.3332666649999168
1.0509838671034908,0.9118914765371325,0.9058848849854136,0.9313070256256405,0.5870169891524578,0.8020202153136184,1.166608331874927
1.0532152947932967,1.4174225327217045,0.9058848849854136,0.9472486868264314,-0.5720140259032354,1.2392280459039402,1.166608331874927
-0.4183407367204938,-0.3336342997683873,0.3476355633321819,0.4981494859738549,0.48411333782013405,0.3160257457007676,0.3333166662499791
-0.7249590795924106,-0.5200285409432988,-0.035743605503136426,-1.1091499809740315,-1.601743991101656,-0.4687191196299246,-1.3332666649999168
0.8372055300850392,0.343164820252721,0.8324318252578423,1.1531788001039711,0.8937293715473517,0.25699107577328173,1.166608331874927
-1.80895400945381,-1.4668869543471308,-1.7054709133836308,-2.2525978305881655,-2.657401093244819,-1.0631800917246117,-1.3332666649999168
-1.3124302570614514,-1.5871070552122006,-1.3161749530464186,-2.595539010629794,-1.959628605362852,-1.1249485178369378,-1.3332666649999168
0.4130963322993146,0.29952889143587236,0.49816738052457976,0.22815738167743022,0.45639101375420404,0.5208145176159696,0.3333166662499791
-0.1811743286487919,0.1584538849051382,0.0841096054060729,-1.455854914609013,-1.3495997007433345,-0.14439946872722217,-0.4999749993749688
0.5183361000115725,0.6578182928030815,0.9058848849854136,1.0598336699318807,0.9939267956063018,1.0185417953647722,1.166608331874927
-0.26336554256685074,-0.3366552214217992,-0.24114857822931715,-1.1000566420712505,-0.9831616690586024,-0.2524107165624669,-1.3332666649999168
-2.2020659136271656,1.8399993999163,-2.6988590852334537,-2.8835822977294545,-2.657401093244819,1.2392280459039402,-0.4999749993749688
0.7544145071585882,0.8107729992316421,0.6934488104275466,0.9897075843553005,1.0089802463117574,0.9048037570780334,1.166608331874927
0.381510269556351,0.07362816083007505,0.4030084699432306,0.3998141101744915,1.5051325646124656,0.1643056038141545,0.3333166662499791
0.154623141852444,-0.415817042693761,0.10624697465598147,0.38481717617796307,-0.13206306750774682,0.5594263515883154,-0.4999749993749688
-1.305144118069893,-0.45794231275210484,-0.2519482258770696,-0.7036604520386295,-1.3610959512304248,0.07806890314695093,-1.3332666649999168
-0.3791732459492105,-0.9346010403221854,-0.9138095338359582,0.16876757083650945,-0.5505497983425057,-0.8252617846796727,-0.4999749993749688
0.051373323412653105,0.18980471402325919,0.6191058296798215,0.47256913542379975,0.28130332500117317,0.5254008954412344,1.166608331874927
1.1109654572533005,1.6347541620135628,0.9058848849854136,1.073736091456594,0.5343853356719385,1.2392280459039402,1.166608331874927
-0.02717531987457887,0.06362816637515446,0.05167685265776026,-0.5224043496727414,0.12434910792477401,0.2987471104280599,-1.3332666649999168
0.5153004113315007,2.5884574334806786e-16,0.5384242500526429,0.893156645689721,-0.08466756252524787,0.38338378088864666,1.166608331874927
